species_work,priority,plant_growth_form,life_history,woodiness,fruit_type,fruit_fleshiness,fruit_fleshiness_source,fruit_colour,growth_substrate,plant_height,seed_dry_mass,leaf_mass_per_area,leaf_length,leaf_width,leaf_area,leaf_N_per_dry_mass,seed_length,seed_width,fruit_length,fruit_width,wood_density
Myosotis laxa,,herb,annual perennial,herbaceous,,,,,,0.35,0.23909419647984617,25.460541720805942,39.4,7.33,,,,,1.5,,
Myosotis scorpioides,,herb,perennial,herbaceous,,,,,,0.3,0.4113895166460975,22.868976928044965,,,,,,,,,
Myriophyllum austropygmaeum,,herb,perennial,herbaceous,mericarp nut,dry,AusTraits consensus,purple red,semiaquatic,,,,4.42,,,,1,0.4,0.8,,
Olearia glandulosa,,shrub,perennial,woody,achene,dry,AusTraits consensus,,,2.4,0.196,,26,1.59,86.4,,1.5,0.5,1.41,,
Parsonsia brownii,,climber_woody,perennial,semi-woody,capsule,dry,AusTraits consensus,,,10,3.7,64.8,88.6,17.8,6280,25.4,5.48,2.45,70.7,10.4,
Passiflora tarminiana,,climber_herbaceous,perennial,herbaceous,berry,fleshy,Inferred from fruit type,orange yellow,,,,44.54938299104558,80.7,106,,,,,77.1,34.5,
Persicaria hydropiper,,herb,annual perennial,herbaceous,achene nut,dry,AusTraits consensus,black brown,,1.5,2.01,54.9,74.7,10.6,1240,,3.5,2,2.27,1.52,
Philotheca virgata,,shrub,perennial,woody,follicle mericarp,dry,AusTraits consensus,,,2,,,15,3.25,62.8,,4.5,1.5,5,,
Plantago paradoxa,,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.03,0.302,,,,2900,,1.5,1,,,
Pneumatopteris pennigera,,fern,perennial,herbaceous,,,,,terrestrial,,,43.39655001546035,25.9,20,,,,,,,
Prasophyllum flavum,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.9,,,17.3,5,,,,,,,
Lobelia pedunculata,,herb,perennial,herbaceous,capsule,fleshy,AusTraits consensus,,,0.1,0.0352,,5.61,3.82,71.5,,0.571,0.2,5.17,4.9,
Prunella vulgaris,,herb,perennial,herbaceous,mericarp,,,,,0.4,0.8186347687821423,46.57616125919326,30,13.2,,,,,2,,
Pteris comans,,fern,perennial,herbaceous,,,,,terrestrial,2.6,,,2000,,,,,,,,
Reseda alba,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.7,0.4902665216734394,40.83391638811086,,,,,1.37,,8.49,,
Reseda lutea,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.8,0.7409901956470385,83.82525206497978,77.5,,,,1.87,,10.8,4.9,
Rorippa palustris,,herb,annual,herbaceous,silique,dry,Inferred from fruit type,,aquatic,1,0.07,31.6,49,,1060,,0.735,,7.34,2.45,
Scaevola hookeri,,herb,perennial,herbaceous,,,,,,0.3,4.75,72.3,19.7,5.48,192,,3,2,2.66,,
Sclerochloa dura,,graminoid,annual,herbaceous,caryopsis,dry,Inferred from fruit type,,,0.12,0.7465992383307517,41.254636263396534,37.7,0.579,,,,,,,
Senecio psilocarpus,,herb,annual,herbaceous,achene,dry,Inferred from fruit type,brown orange red,,0.8,0.18000000000000002,,70.9,8.06,,,,,2.12,,
Senecio spathulatus,,herb,perennial,herbaceous,achene,dry,AusTraits consensus,brown orange yellow,,0.5,3.18,,22.4,7.21,,,4.5,0.7,4.89,0.7,
Teesdalia nudicaulis,,herb,annual,herbaceous,silique,dry,Inferred from fruit type,,,0.15,0.28162040632649077,33.8623045268671,31.6,,,,,,3.46,,
Thelymitra carnea,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.25,0.001,,102,2.24,353,,,,,,
Thelymitra circumsepta,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.5,,,182,13.9,,,,,,,
Thelymitra improcera,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.25,,,150,8.32,,,,,,,
Thelymitra x irregularis,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,,,,141,2.83,,,,,,,
Thelymitra x truncata,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,,,,212,4,,,,,,,
Tmesipteris elongata,,herb,perennial,herbaceous,,,,,epiphyte,0.4,,69.42721433086477,48.3,3.54,102,,,,,,
Typha latifolia,,herb,perennial,herbaceous,follicle,dry,Inferred from fruit type,,aquatic,3,0.0630736396943794,94.54491431306032,1140,14.1,,,,,,,
Wolffia australiana,,herb,perennial,herbaceous,berry utricle,dry,AusTraits consensus,,aquatic,0.01,,,0.755,0.49,,,0.5,0.4,,,
Allium cepa,priority,herb,perennial,herbaceous,,,,,,0.4,3.7221456138051354,,,,,,,,,,
Ipomoea murucoides,priority,tree,perennial,woody,,,,,,9,,,,,,,,,,,
Leichhardtia lloydii,,climber_woody,perennial,woody,follicle,dry,AusTraits consensus,,,,,22.7,70.1,30.8,7740,,2.45,1.41,49,32.4,0.389
Asplenium bulbiferum,,fern,perennial,herbaceous,,,,,terrestrial,0.6,,83.3,,,78.5,9.23,,,,,
Wollastonia uniflora,,herb,perennial,semi-woody,achene,dry,Inferred from fruit type,black grey,,1,1.637595810034793,,46.8,31.2,,,,,2.65,1.73,
Lobelia andrewsii,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.3,0.0513,,23.5,4.9,,,,,3.74,3.74,
Ficus superba,,tree,perennial,woody,syconium,fleshy,Inferred from fruit type,purple,hemiepiphyte,,0.607,81.50000000000031,110,31.6,,,,,19.4,19.4,
Pittosporum multiflorum,,shrub,perennial,woody,berry capsule,fleshy,AusTraits consensus,orange,,3,11.1,62.3,7.33,4.99,54.1,,2.14,1.6,6.32,6.32,0.64
Typhonium wilbertii,,herb,perennial,herbaceous,berry,fleshy,AusTraits consensus,,,,,,,,,,6.48,,10.5,9,
Calamus caryotoides,,climber_herbaceous,perennial,herbaceous,drupe,fleshy,AusTraits consensus,brown yellow,,15,117,167,250,60,8640,16.9,10,,12,12,0.456
Camptacra robusta,,herb,,herbaceous,,,,,,,,,,,,,,,,,
Pterocaulon ciliosum,,shrub,perennial,woody,achene,dry,Inferred from fruit type,,,1,,,42.3,15.2,,,,,0.794,,
Sphaeromorphaea harrisii,,herb,annual perennial,herbaceous,achene,dry,Inferred from fruit type,,,,,,36.6,12.1,,,,,0.877,,
Sphaeromorphaea subintegra,,herb,perennial,herbaceous,achene,dry,Inferred from fruit type,,,0.3,,,26.5,8.72,,,,,,,
Zehneria erythrobacca,,climber_herbaceous,,herbaceous,berry,fleshy,Inferred from fruit type,,,,,,,,,,,,,,
Arthrostylis aphylla,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,0.5,1.8,,,,,7.61,,,,,
Cyperus orgadophilus,,graminoid,perennial,herbaceous,,,,,,0.8,,,,,,,,,,,
Drosera serpens,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,,,,,,,,,,,,
Eriocaulon pygmaeum,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.2,0.00672,,14.5,1.45,,,0.259,0.198,,,
Dianella nervosa,,herb,perennial,herbaceous,berry,fleshy,AusTraits consensus,blue,,0.7,,,469,6.45,,,3.98,,5,,
Halophila capricorni,,herb,perennial,herbaceous,utricle,dry,Inferred from fruit type,,aquatic,,,,21.2,6.71,,,,0.548,3.54,3.54,
Coleus batianoffii,,shrub,perennial,herbaceous,,,,,,,,,,,,,,,,,
Coleus dumicola,,shrub,perennial,woody,,,,,,1,,,,,,,,,,,
Alysicarpus aurantiacus,,herb,perennial,herbaceous,legume,dry,Inferred from fruit type,,,,,,,,,,,,,,
Archidendron hendersonii,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,orange red,,30,,,80.6,38.9,,,8.04,4.9,71,12.5,0.512
Grona pullenii,,herb,annual,herbaceous,legume,dry,Inferred from fruit type,brown,,0.3,,,12.2,5.74,,,2.04,1.6,10.9,3.04,
Glycine curvata,,herb,perennial,herbaceous,legume,dry,Inferred from fruit type,,,,,,,,,,,,,,
Jacksonia thesioides,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,,1.8,,,,,,,,,,
Lamprolobium fruticosum,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,1.5,42.2,,,,,,,,,,
Zornia maritima,,herb,,herbaceous,legume,dry,Inferred from fruit type,,,,,,,,,,,,,,
Mitrasacme stellata,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.35,,,13.4,3.46,,,,,3.35,3.35,
Tinospora esiangkara,,climber_woody,perennial,woody,drupe,fleshy,AusTraits consensus,red,,2,,,70.2,14,,,4.85,3.94,5.29,5.29,
Ficus septica,,tree,perennial,woody,syconium,fleshy,AusTraits consensus,brown cream green,,17,0.21,75.9,134,52.9,6840,24.6,1,1,19,19,0.451
Eucalyptus leptophleba,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,20,4.61,,160,20.4,,,2.54,1.58,8.12,7.07,0.964
Striga parviflora,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,brown,,0.14,,,15,1,,,,,,,
Pandanus solms-laubachii,,palmoid,perennial,woody,drupe multiple_fruit,fleshy,AusTraits consensus,,,20,17,,1730,83.7,240000,,14.8,,57.7,30,0.291
Cleistanthus hylandii,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,15,,,77.1,34.6,,,3.46,2.45,5.29,7.35,
Phyllanthus trachygyne,,shrub,perennial,herbaceous,,,,,,0.6,,,11.5,3.16,,,2,,,,
Neoroepera banksii,,shrub,perennial,woody,capsule,dry,AusTraits consensus,,,2,,,11,2.83,,,4.47,2.24,7.75,8.94,
Digitaria fumida,,graminoid,perennial,herbaceous,caryopsis,dry,Inferred from fruit type,,,0.8,,,84.9,2.6,,,,,,,
Sporobolus pulchellus,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,brown,,0.4,,,31.6,1.12,49.5,,0.693,,0.693,0.5,
Whiteochloa airoides,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.5,,,155,2.87,357,,1.98,,1.98,,
Polygala longifolia,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,1,0.695,,12.6,1.87,,,2.44,0.775,3.87,2.05,
Persicaria barbata,,herb,perennial,herbaceous,nut,dry,Inferred from fruit type,black brown red,aquatic terrestrial,1,0.625,,86.6,17.3,,,,,2.24,,
Calandrinia arenicola,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,,,,90,4.9,,,1.25,,,,
Scleromitrion subulatum,,herb,annual,herbaceous,,,,,,,,,,,,,,,,,
Pigea stellarioides,,herb,annual,herbaceous,,,,,,0.3,,,,,,,,,,,
Rinorea bengalensis,,shrub tree,perennial,woody,capsule,dry,AusTraits consensus,,,11,,,126,51,,,3,3,5,5,
Acacia fasciculifera,,tree,perennial,woody,legume,dry,AusTraits consensus,,,30,,,77.5,13.2,,,6.42,4.76,112,10.8,0.964
Aeschynomene brevifolia,,herb,perennial,herbaceous,legume,dry,Inferred from fruit type,,,0.5,,,5.66,2.83,,,,,,,
Alangium polyosmoides,,tree,perennial,woody,drupe,fleshy,Inferred from fruit type,,,20,,,82.5,29.6,,,,,17.3,8.66,
Allocasuarina luehmannii,,tree,perennial,woody,nut samara,dry,AusTraits consensus,,,15,1.45,477,6.78,1.26,215,15.8,3.58,1.87,,,0.964
Archidendropsis thozetiana,,tree,perennial,woody,legume,dry,AusTraits consensus,,,20,,,22.2,6.48,,,8.24,6.28,151,14.7,0.827
Aristida granitica,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.75,,,145,0.866,139,,,,5.74,,
Aristida personata,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.2,1.74,,113,1.65,126,,7.14,,7.14,,
Atalaya calcicola,,tree,perennial,woody,samara,dry,AusTraits consensus,,,10,,,91.7,42.4,,,7.44,4.9,17,23.7,
Brachychiton compactus,,tree,perennial,woody,capsule follicle,dry,AusTraits consensus,,,15,56,,84.9,37.1,,,7.94,5.48,48.4,19.2,
Caldesia oligococca,,herb,annual perennial,herbaceous,achene,dry,Inferred from fruit type,,aquatic,1,5.54,,102,62.4,,,1.73,1.5,3.08,,
Capparis batianoffii,,climber_woody,perennial,woody,berry,fleshy,Inferred from fruit type,,,6,,,,,,,,,,,
Cartonema brachyantherum,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,2,,,,,,,,,,,
Casuarina cunninghamiana,,tree,perennial,woody,samara,dry,AusTraits consensus,brown yellow,,35,0.672,277,3.16,0.494,18.8,23,5.13,0.834,3.47,,0.631
Chrysopogon sylvaticus,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.2,,,354,3.87,956,,,,,,
Coleus diversus,,shrub,perennial,semi-woody,,,,,,0.5,,,,,,,,,,,
Coleus graveolens,,shrub,perennial,woody,,,,,,2,,,,,,,,,,,
Cyperus exaltatus,,graminoid,perennial,herbaceous,nut,dry,AusTraits consensus,brown yellow,,1.8,0.0698,71.8,8.49,5.5,,,0.5,,0.693,0.356,
Elattostachys bidwillii,,tree,perennial,woody,,,,,,10,,,,,,,,,,,
Enneapogon truncatus,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,0.5,0.39,,120,2.45,225,,1.41,,1.41,,
Eragrostis leptocarpa,,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,brown orange,,0.85,0.0418,,122,2.76,218,,0.968,,0.887,,
Eriochloa crebra,,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1,1.36,,88,3.45,391,,,,,,
Eucalyptus melliodora,,tree,perennial,woody,capsule caryopsis,dry,Inferred from fruit type,,,30,0.24,193,101,14.1,1320,14.5,1.42,1.17,5.91,4.9,0.741
Fimbristylis pterigosperma,,graminoid,annual,herbaceous,nut,dry,Inferred from fruit type,,,0.3,0.216,,,,,,,,,,
Flemingia lineata,,shrub,perennial,woody,legume,dry,Inferred from fruit type,brown,,2,,,57.4,19,,,3,3,11.4,5.92,
Flindersia collina,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,40,,103,42.4,21.7,3370,,16.3,5.48,37.4,,0.771
Flueggea leucopyrus,,shrub,perennial,woody,berry capsule,fleshy,AusTraits consensus,,,5,,620.7324643078833,16.6,10.2,,,2.45,2,5.29,6.93,
Glinus lotoides,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.2,0.0468,,13.4,10.2,,,0.79,0.46,,,
Glossocardia orthochaeta,,herb,perennial,semi-woody,achene,dry,Inferred from fruit type,black,,,,,45,24.5,,,,,5.5,0.894,
Goodenia grandiflora,,shrub,perennial,woody,capsule,dry,AusTraits consensus,,,1.6,1.75,,35.4,41.6,,,3,3,11.4,,
Grewia savannicola,,shrub,perennial,woody,drupe,fleshy,new flora data,black brown red,,1,,,72.2,32.3,,,,,,12.2,
Hibiscus phyllochlaenus,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,1,,,31.2,17.9,,,2.96,,9.8,,
Ischaemum rugosum,,graminoid,annual perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1,0.806,,120,6.1,945,,2.24,,2.24,,
Larsenaikia jardinei,,shrub tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,15,,,77.5,45.8,,,3.87,3.46,31.6,28.3,
Leptospermum anfractum,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,2,,,,,,,,,,,
Marsilea crenata,,fern,perennial,herbaceous,,,,,aquatic,,,,11.9,6.54,,,,,,,
Melaleuca fluviatilis,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,30,0.147,,,,,,,,,,
Callistemon hemistictus,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,6,,,,,,,,,,,
Uvaria sankowskyi,,shrub,perennial,woody,berry,fleshy,AusTraits consensus,,,,,,62.2,26.5,,,9.97,6.48,34.8,18.7,
Merremia hederacea,,climber_herbaceous,perennial,herbaceous,capsule,dry,AusTraits consensus,,,,8.61,,35.3,23.3,,,3.87,3.46,5.92,5.92,
Mitrasacme multicaulis,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.4,,,11.2,0.866,,,,,4,,
Mitrasacme prolifera,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.4,,,5.66,1.5,,,,,2.45,2.45,
Myrsine crassifolia,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,purple,,6,,,56.3,22.4,,,3.46,3.46,4.47,4.47,
Omphalea celata,,tree,perennial,woody,capsule,dry,AusTraits consensus,,,12,,,73.5,35.8,,,24.5,12.5,37.9,59.2,
Ozothamnus eriocephalus,,shrub,perennial,semi-woody,achene,dry,Inferred from fruit type,,,1,0.0806,,,,,,1.11,0.47,,,
Pavetta granitica,,shrub,perennial,woody,drupe,fleshy,AusTraits consensus,,,5,,,76,15.5,,,4.9,4.47,6.71,8.94,
Hemionitis muelleri,,fern,perennial,herbaceous,,,,,,,,,,,,,,,,,
Vittadinia bicolor,,herb,perennial,herbaceous,achene,dry,Inferred from fruit type,,,,,,,,,,,,,,
Phyllanthus carpentariae,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,brown,,2,,,14.5,7.83,,18.7,2,,3,4.29,
Phyllanthus sulcatus,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,red,,0.4,,,5.92,2.24,,,1,,1.22,2.24,
Pigea enneasperma,,herb,annual perennial,semi-woody,,,,,,0.6,,,,,,,,,,,
Pimelea latifolia,,shrub,perennial,woody,nut,dry,AusTraits consensus,,,3,4.55,55.4,26.4,9.41,95.9,,4,4,4.9,,0.325
Planchonella cotinifolia,,shrub tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,black green,,15,,,22.4,12.2,,,10.1,,12.2,5.92,
Platysace valida,,shrub,perennial,woody,mericarp,,,,,1,,,,,,,,,,,
Polygala triflora,,herb,annual perennial,semi-woody,capsule,dry,Inferred from fruit type,,,0.35,,,18.3,3.74,,,3.46,1.18,3.79,2.87,
Pseudanthus ligulatus,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,1.5,,,,,,,,,,,
Rhamphicarpa australiensis,,herb,annual,herbaceous,capsule,dry,Inferred from fruit type,,,0.5,0.016,,,,,,,,12,,
Rhodamnia pauciovulata,,tree,perennial,woody,berry,fleshy,AusTraits consensus,,,10,,,36.4,28.3,,,2.91,1.41,5,5.92,
Sarcomelicope simplicifolia,,shrub tree,perennial,woody,drupe follicle,dry,AusTraits consensus,white yellow,,26,16.6,64.7,76.1,39,3650,,5.77,3.46,12.2,12.2,0.728
Schizachyrium pachyarthron,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,1,3.14,,38.7,1.55,65.5,,2.84,,2.84,,
Senna acclinis,,shrub,perennial,woody,legume,dry,AusTraits consensus,,,3,15.2,,35.4,12.2,,,4.9,3.87,134,6.93,
Setaria oplismenoides,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,,,1.3,,,179,6.48,914,,,,,,
Siphonodon australis,,tree,perennial,woody,berry drupe,fleshy,AusTraits consensus,brown yellow,,30,68.7,120,74,38.7,2250,,10.6,6.48,33.8,35.1,0.663
Solanum graniticum,,herb,perennial,herbaceous,berry,fleshy,Inferred from fruit type,,,0.3,1.77,,,,,,,,,,
Sporobolus scabridus,,graminoid,perennial,herbaceous,caryopsis,dry,AusTraits consensus,brown,,0.6,,,91.7,3.46,240,,0.62,,0.62,0.5,
Stigmaphyllon australiense,,climber_woody,perennial,woody,samara,,,,,,,,,,,,,,,,
Styphelia lucens,,shrub,perennial,woody,,,,,,,,,,,,,,,,,
Tetrastigma petraeum,,climber_woody,perennial,woody,berry,fleshy,AusTraits consensus,,,,,,63.6,44.2,,,7.35,3.46,9.8,10.6,
Thaumastochloa rariflora,,graminoid,annual,herbaceous,caryopsis,dry,AusTraits consensus,,,0.6,,,44.7,2.83,108,,,,,,
Trachymene hookeri,,herb,perennial,herbaceous,mericarp,,,,,2,,,,,,,2,,2.45,2,
Trema orientalis,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,black purple,,30,2.7,78.15000082773888,89.4,31.3,,,2,2,3.87,2.83,0.358
Trichosanthes subvelutina,,climber_herbaceous,perennial,herbaceous,berry,fleshy,Inferred from fruit type,,,,32.7,51.8,71.9,87,16400,,8.98,5.27,98,73.5,
Ventilago ecorollata,,climber_woody,perennial,woody,drupe samara,dry,AusTraits consensus,brown,,,21,,38.3,16.4,1440,,4.16,3.46,8.43,4.43,
Vincetoxicum erectum,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,1,,,140,60,,,,,74.2,,
Vitex melicopea,,tree,perennial,woody,drupe,fleshy,AusTraits consensus,,,30,,71,69.3,30,5190,,4.4,3.87,8,8,0.547
Wahlenbergia graniticola,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.95,0.0115,84.5,16.8,3.26,36.8,,,,5.33,2.74,
Cerastium vulgare,priority,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,,,,15.8,5.08,,,,0.547,8.97,,
Brachyscome pusilla,,herb,annual,herbaceous,achene,dry,AusTraits consensus,,,0.2,0.4,,,,,,,,,,
Ixiolaena viscosa,,herb,annual perennial,herbaceous,achene,dry,Inferred from fruit type,,,0.4,0.35,,36.1,17.3,,,,,,,
Acacia heteroclita,,shrub tree,perennial,woody,legume,dry,AusTraits consensus,,,4,7.49,,71.3,4.87,,,4.04,3,70.6,5.11,
Acacia nitidula,,shrub,perennial,woody,legume,dry,AusTraits consensus,,,2,,,21.2,3.16,,,3,,45,4.24,
Anthocercis genistoides,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,2,,,12.2,2,,,2,,6.93,,
Dillwynia pungens,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,2,,,,,,,,,,,
Kennedia nigricans,,climber_woody,perennial,woody,legume,dry,Inferred from fruit type,brown,,4,13.4,,52,37.4,,,,,56.6,7.48,
Melaleuca pentagona,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,3,0.312,,,,,,,,,,
Rhadinothamnus euphemiae,,shrub,perennial,woody,follicle mericarp,dry,Inferred from fruit type,,,1,,,14.8,,,,,,5,,
Ornduffia parnassifolia,,herb,perennial,herbaceous,,,,,aquatic semiaquatic,1,,,22.4,16.7,,,,,,,
Roepera glauca,,herb,annual perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.4,,141,22.2,12,221,,4.03,,15.3,8.83,
Acacia crassiuscula,priority,shrub,perennial,woody,legume,dry,AusTraits consensus,,,2.5,4.5,,70.7,2.83,,,4.65,,100,4.47,
Agrostocrinum scabrum,priority,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,1.7,1.36,,83.7,4.06,,8.5,2.5,,,5.39,
Chorizema aciculare,priority,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,0.5,,,14,1.87,,,,,,,
Dampiera lavandulacea,priority,herb,perennial,semi-woody,nut,dry,AusTraits consensus,,,0.9,2.42,87,13.7,4.69,,,,,4,,
Gompholobium knightianum,priority,shrub,perennial,woody,legume,dry,AusTraits consensus,,,0.5,2.11,,10.5,0.316,,21.9,,,,,
Goodenia scapigera,priority,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,1.5,0.396,,49,4.47,,,1,,5.92,,
Alyogyne huegelii,priority,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,4,5.81,,32.2,42.4,,,3.1,2.46,,,
Lechenaultia formosa,priority,shrub,perennial,woody,capsule,dry,AusTraits consensus,,,0.4,1.33,,6.18,,,,,,17,,
Leucopogon gnaphalioides,priority,shrub,perennial,woody,drupe,fleshy,Inferred from fruit type,,,1,1.49,,,,,,,,,,
Patersonia inaequalis,priority,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.4,,,188,1.73,,,3.46,,20,,
Commersonia grandiflora,priority,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,3,2.02,,,,,,,,,,
Thysanotus dichotomus,priority,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,1,2.41,,106,1,,,2,1,,,
Schoenus submicrostachyus,,graminoid,perennial,herbaceous,nut,dry,Inferred from fruit type,,,0.5,,,90,0.5,,,,,,,
Stylidium pubigerum,,herb,perennial,herbaceous,capsule,dry,AusTraits consensus,,,0.25,0.0329,,,,,,,,,,
Boronia scabra,,shrub,perennial,woody,follicle,dry,Inferred from fruit type,,,0.8,2.64,,8.22,2.56,,,,,,,
Eucalyptus conglobata,,tree,perennial,woody,capsule,dry,Inferred from fruit type,,,20,1.27,425,82.3,16.5,1360,8.69,1.82,,6.13,7.62,
Labichea lanceolata,,shrub,perennial,woody,legume,dry,AusTraits consensus,,,3,31.1,229,28.4,5.86,38,13.7,5.7,4.08,31.6,9.38,
Lasiopetalum quinquenervium,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,1,,,,,,,,,,,
Microtis alba,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.6,,,259,7.09,,,,,,,
Stylidium pilosum,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,,0.75,,,,,,,,,,,
Thelymitra fuscolutea,,herb,perennial,herbaceous,capsule,dry,Inferred from fruit type,,terrestrial,0.45,,,75.1,19.4,,,,,,,
Xanthorrhoea preissii,,palmoid,perennial,semi-woody,capsule,dry,AusTraits consensus,,,5,17,591,671,2.47,789,8.06,,,,,
Melaleuca elliptica,,shrub,perennial,woody,capsule,dry,Inferred from fruit type,,,4,0.0688,,,,,,,,,,
Chorizema ilicifolium,,shrub,perennial,woody,legume,dry,Inferred from fruit type,,,0.35,1.9,,23.7,12.2,,,,,,,
